attempt_id	obligation_id	repo	file	claim	obligation_class	prover_used	outcome	duration_ms	confidence	parent_attempt_id	strategy_tag	started_at	completed_at	prover_output	error_message
3bf44c1b-e0f9-4579-924e-ba052752308f	4e71d0c3f466082046ceec663f22c56a24b74c43	hyperpolymath/echidna	proofs/smt-lib-mined/arr_read_over_write.smt2	(set-logic QF_AX) (declare-sort I 0) (declare-sort V 0) (declare-const a (Array I V)) (declare-const i I) (declare-const j I) (declare-const v V) (assert (not (=> (= i j) (= (select (store a i v) j) v	correctness	z3	success	20	0.5	\N	batch-direct	2026-04-05 12:59:04.437	2026-04-05 12:59:04.470	direct:z3	\N
b51e63fb-fd08-43e3-a4e7-ffdef6585c8d	74a52be9e26e6b428d2f3435314cac9b486ae291	hyperpolymath/echidna	proofs/smt-lib-mined/q_forall_exists.smt2	(set-logic LIA) (assert (not (forall ((x Int)) (exists ((y Int)) (> y x))))) (check-sat) 	correctness	z3	success	23	0.5	\N	batch-direct	2026-04-05 12:59:04.540	2026-04-05 12:59:04.574	direct:z3	\N
78e4413f-6491-409f-b95b-3ec29504eccf	453ba1bb06a87e34fb51388910d16d3f4313281c	hyperpolymath/echidna	proofs/smt-lib-mined/sat_simple.smt2	(set-logic QF_LIA) (declare-const x Int) (assert (> x 0)) (assert (< x 10)) (check-sat) 	correctness	z3	success	33	0.5	\N	batch-direct	2026-04-05 12:59:04.646	2026-04-05 12:59:04.690	direct:z3	\N
b4b2145d-2c12-4c64-bb5b-24825c7e7c94	0ef8b6958a355a5ebd3940cc80a8fea9189abae5	hyperpolymath/echidna	proofs/smt-lib-mined/unsat_contradiction.smt2	(set-logic QF_LIA) (declare-const x Int) (declare-const y Int) (assert (> x y)) (assert (> y x)) (check-sat) 	correctness	z3	success	23	0.5	\N	batch-direct	2026-04-05 12:59:04.755	2026-04-05 12:59:04.789	direct:z3	\N
0b57dda1-578d-4d45-b974-c33495611e0c	18a93eb0ae2fac60332faec6a982d3005caa1c50	hyperpolymath/echidna	proofs/smt-lib-mined/ra_square_nonneg.smt2	(set-logic QF_NRA) (declare-const x Real) (assert (< (* x x) 0.0)) (check-sat) 	correctness	z3	success	23	0.5	\N	batch-direct	2026-04-05 12:59:04.856	2026-04-05 12:59:04.891	direct:z3	\N
30743b5c-2ecb-4662-89c5-3409230d9f4b	acc6b9d76e18e208a9cc81830fccf0c3ae1780ec	hyperpolymath/echidna	proofs/smt-lib-mined/dt_list_cons.smt2	(set-logic ALL) (declare-datatypes ((List 0)) (((nil) (cons (hd Int) (tl List))))) (declare-const xs List) (assert (not (=> ((_ is cons) xs) (=> (= (tl xs) nil) (= xs (cons (hd xs) nil)))))) (check-sa	correctness	z3	success	22	0.5	\N	batch-direct	2026-04-05 12:59:04.958	2026-04-05 12:59:04.991	direct:z3	\N
966b40bc-1b8b-400e-8640-a5283ef41ece	4315f962ed4c6786db440c5b6f663e126597767d	hyperpolymath/echidna	proofs/smt-lib-mined/mixed_bv_lia.smt2	(set-logic QF_BV) (declare-const x (_ BitVec 16)) (assert (not (= (bvadd x (_ bv0 16)) x))) (check-sat) 	correctness	z3	success	20	0.5	\N	batch-direct	2026-04-05 12:59:05.058	2026-04-05 12:59:05.089	direct:z3	\N
3c08811a-ad91-46d4-af0d-879b87a86258	759eb730df0f07c8568a42df58c6c5dfc2eb19bd	hyperpolymath/echidna	proofs/smt-lib-mined/la_add_assoc.smt2	(set-logic QF_LIA) (declare-const x Int) (declare-const y Int) (declare-const z Int) (assert (not (= (+ (+ x y) z) (+ x (+ y z))))) (check-sat) 	correctness	z3	success	25	0.5	\N	batch-direct	2026-04-05 13:00:01.331	2026-04-05 13:00:01.367	direct:z3	\N
3f1c2538-20e0-4c93-af94-82e60870c5fb	41e2c04f0d3c369fc3a1da275aceba88a2253d01	hyperpolymath/echidna	proofs/smt-lib-mined/la_mul_comm.smt2	(set-logic QF_NIA) (declare-const x Int) (declare-const y Int) (assert (not (= (* x y) (* y x)))) (check-sat) 	correctness	z3	success	21	0.5	\N	batch-direct	2026-04-05 13:00:01.436	2026-04-05 13:00:01.469	direct:z3	\N
a8b629e8-47ad-4a8e-bf28-538370b21dda	fc33eda81a013806076a40e9f4baeeb9e43b5684	hyperpolymath/echidna	proofs/smt-lib-mined/la_distribute.smt2	(set-logic QF_NIA) (declare-const a Int) (declare-const b Int) (declare-const c Int) (assert (not (= (* a (+ b c)) (+ (* a b) (* a c))))) (check-sat) 	correctness	z3	success	20	0.5	\N	batch-direct	2026-04-05 13:00:01.538	2026-04-05 13:00:01.570	direct:z3	\N
bd0d9566-4bdf-4833-9dff-8c765f1fcf19	80d3f050ed0b2297a3c6123748287383a4b645ee	hyperpolymath/echidna	proofs/smt-lib-mined/la_triangle.smt2	(set-logic QF_LIA) (declare-const x Int) (declare-const y Int) (declare-const z Int) (assert (>= (+ x y) z)) (assert (>= (+ y z) x)) (assert (>= (+ x z) y)) (assert (> x 0)) (assert (> y 0)) (assert (	correctness	z3	success	23	0.5	\N	batch-direct	2026-04-05 13:00:01.637	2026-04-05 13:00:01.672	direct:z3	\N
c99bda21-7be3-4b4d-8c6b-a68c4a0cced8	d17d4adfc302ec345393a7f574032c97c2313ea5	hyperpolymath/echidna	proofs/smt-lib-mined/bv_xor_involution.smt2	(set-logic QF_BV) (declare-const x (_ BitVec 32)) (declare-const y (_ BitVec 32)) (assert (not (= (bvxor (bvxor x y) y) x))) (check-sat) 	correctness	z3	success	19	0.5	\N	batch-direct	2026-04-05 13:00:01.741	2026-04-05 13:00:01.771	direct:z3	\N
c98b17b0-75d5-4343-a235-97ba7d89db8f	a824420193f34e7a9769e99db1291c9d2b5b9acf	hyperpolymath/echidna	proofs/smt-lib-mined/bv_mask_idempotent.smt2	(set-logic QF_BV) (declare-const x (_ BitVec 8)) (assert (not (= (bvand x x) x))) (check-sat) 	correctness	z3	success	20	0.5	\N	batch-direct	2026-04-05 13:00:01.837	2026-04-05 13:00:01.868	direct:z3	\N
1f76a8d2-720a-46af-8ef0-4ac5f420afab	be294542cf81ff93df29c9ccb99ec93f67173273	hyperpolymath/echidna	proofs/smt-lib-mined/uf_transitivity.smt2	(set-logic QF_UF) (declare-sort S 0) (declare-const a S) (declare-const b S) (declare-const c S) (assert (= a b)) (assert (= b c)) (assert (not (= a c))) (check-sat) 	correctness	z3	success	20	0.5	\N	batch-direct	2026-04-05 13:00:01.936	2026-04-05 13:00:01.967	direct:z3	\N
fbac1ed9-db1a-4bc2-9f6b-2c436d8d80db	6e97bcc5a4237be5408787c27109f542f7ed1054	hyperpolymath/echidna	proofs/smt-lib-mined/uf_congruence.smt2	(set-logic QF_UF) (declare-sort S 0) (declare-fun f (S) S) (declare-const a S) (declare-const b S) (assert (= a b)) (assert (not (= (f a) (f b)))) (check-sat) 	correctness	z3	success	22	0.5	\N	batch-direct	2026-04-05 13:00:02.035	2026-04-05 13:00:02.067	direct:z3	\N
ee15118f-dde9-49ee-b4ce-2f091a2952ac	4e71d0c3f466082046ceec663f22c56a24b74c43	hyperpolymath/echidna	proofs/smt-lib-mined/arr_read_over_write.smt2	(set-logic QF_AX) (declare-sort I 0) (declare-sort V 0) (declare-const a (Array I V)) (declare-const i I) (declare-const j I) (declare-const v V) (assert (not (=> (= i j) (= (select (store a i v) j) v	correctness	z3	success	20	0.5	\N	batch-direct	2026-04-05 13:00:02.134	2026-04-05 13:00:02.166	direct:z3	\N
1377f006-d0e8-4acd-a707-c824b286bb57	74a52be9e26e6b428d2f3435314cac9b486ae291	hyperpolymath/echidna	proofs/smt-lib-mined/q_forall_exists.smt2	(set-logic LIA) (assert (not (forall ((x Int)) (exists ((y Int)) (> y x))))) (check-sat) 	correctness	z3	success	24	0.5	\N	batch-direct	2026-04-05 13:00:02.237	2026-04-05 13:00:02.272	direct:z3	\N
2ab3eb6b-0b49-481f-85ae-353eaa5af082	453ba1bb06a87e34fb51388910d16d3f4313281c	hyperpolymath/echidna	proofs/smt-lib-mined/sat_simple.smt2	(set-logic QF_LIA) (declare-const x Int) (assert (> x 0)) (assert (< x 10)) (check-sat) 	correctness	z3	success	30	0.5	\N	batch-direct	2026-04-05 13:00:02.340	2026-04-05 13:00:02.383	direct:z3	\N
2bc62491-1e59-494c-9eaa-1ef24bce691a	0ef8b6958a355a5ebd3940cc80a8fea9189abae5	hyperpolymath/echidna	proofs/smt-lib-mined/unsat_contradiction.smt2	(set-logic QF_LIA) (declare-const x Int) (declare-const y Int) (assert (> x y)) (assert (> y x)) (check-sat) 	correctness	z3	success	24	0.5	\N	batch-direct	2026-04-05 13:00:02.453	2026-04-05 13:00:02.488	direct:z3	\N
599a99c7-b788-4946-97b1-8dff02c60f7b	18a93eb0ae2fac60332faec6a982d3005caa1c50	hyperpolymath/echidna	proofs/smt-lib-mined/ra_square_nonneg.smt2	(set-logic QF_NRA) (declare-const x Real) (assert (< (* x x) 0.0)) (check-sat) 	correctness	z3	success	24	0.5	\N	batch-direct	2026-04-05 13:00:02.556	2026-04-05 13:00:02.592	direct:z3	\N
4a1bb693-8da7-4462-97d2-6d4163f82da7	acc6b9d76e18e208a9cc81830fccf0c3ae1780ec	hyperpolymath/echidna	proofs/smt-lib-mined/dt_list_cons.smt2	(set-logic ALL) (declare-datatypes ((List 0)) (((nil) (cons (hd Int) (tl List))))) (declare-const xs List) (assert (not (=> ((_ is cons) xs) (=> (= (tl xs) nil) (= xs (cons (hd xs) nil)))))) (check-sa	correctness	z3	success	21	0.5	\N	batch-direct	2026-04-05 13:00:02.669	2026-04-05 13:00:02.702	direct:z3	\N
d666d738-801b-4e71-b04c-40231344e52b	4315f962ed4c6786db440c5b6f663e126597767d	hyperpolymath/echidna	proofs/smt-lib-mined/mixed_bv_lia.smt2	(set-logic QF_BV) (declare-const x (_ BitVec 16)) (assert (not (= (bvadd x (_ bv0 16)) x))) (check-sat) 	correctness	z3	success	21	0.5	\N	batch-direct	2026-04-05 13:00:02.770	2026-04-05 13:00:02.802	direct:z3	\N
db64c3e2-c957-4606-a7c8-466fd799cbc5	759eb730df0f07c8568a42df58c6c5dfc2eb19bd	hyperpolymath/echidna	proofs/smt-lib-mined/la_add_assoc.smt2	(set-logic QF_LIA) (declare-const x Int) (declare-const y Int) (declare-const z Int) (assert (not (= (+ (+ x y) z) (+ x (+ y z))))) (check-sat) 	correctness	z3	success	24	0.5	\N	batch-direct	2026-04-05 13:01:34.209	2026-04-05 13:01:34.244	direct:z3	\N
6ec6b370-0c80-4f11-ba19-4654045ef03a	41e2c04f0d3c369fc3a1da275aceba88a2253d01	hyperpolymath/echidna	proofs/smt-lib-mined/la_mul_comm.smt2	(set-logic QF_NIA) (declare-const x Int) (declare-const y Int) (assert (not (= (* x y) (* y x)))) (check-sat) 	correctness	z3	success	20	0.5	\N	batch-direct	2026-04-05 13:01:34.305	2026-04-05 13:01:34.337	direct:z3	\N
50b56ec2-e39c-4626-bd04-3dd66b186780	fc33eda81a013806076a40e9f4baeeb9e43b5684	hyperpolymath/echidna	proofs/smt-lib-mined/la_distribute.smt2	(set-logic QF_NIA) (declare-const a Int) (declare-const b Int) (declare-const c Int) (assert (not (= (* a (+ b c)) (+ (* a b) (* a c))))) (check-sat) 	correctness	z3	success	20	0.5	\N	batch-direct	2026-04-05 13:01:34.400	2026-04-05 13:01:34.432	direct:z3	\N
a78482dd-6098-436c-9b06-77bc4583028a	80d3f050ed0b2297a3c6123748287383a4b645ee	hyperpolymath/echidna	proofs/smt-lib-mined/la_triangle.smt2	(set-logic QF_LIA) (declare-const x Int) (declare-const y Int) (declare-const z Int) (assert (>= (+ x y) z)) (assert (>= (+ y z) x)) (assert (>= (+ x z) y)) (assert (> x 0)) (assert (> y 0)) (assert (	correctness	z3	success	25	0.5	\N	batch-direct	2026-04-05 13:01:34.493	2026-04-05 13:01:34.529	direct:z3	\N
8bd473bb-599a-4ebd-9fa2-49296612e0b4	d17d4adfc302ec345393a7f574032c97c2313ea5	hyperpolymath/echidna	proofs/smt-lib-mined/bv_xor_involution.smt2	(set-logic QF_BV) (declare-const x (_ BitVec 32)) (declare-const y (_ BitVec 32)) (assert (not (= (bvxor (bvxor x y) y) x))) (check-sat) 	correctness	z3	success	21	0.5	\N	batch-direct	2026-04-05 13:01:34.592	2026-04-05 13:01:34.626	direct:z3	\N
233b1163-9cfb-41c3-8205-683f9746af11	a824420193f34e7a9769e99db1291c9d2b5b9acf	hyperpolymath/echidna	proofs/smt-lib-mined/bv_mask_idempotent.smt2	(set-logic QF_BV) (declare-const x (_ BitVec 8)) (assert (not (= (bvand x x) x))) (check-sat) 	correctness	z3	success	20	0.5	\N	batch-direct	2026-04-05 13:01:34.697	2026-04-05 13:01:34.728	direct:z3	\N
737c6853-5e12-4076-b021-d5695c3f5b9e	be294542cf81ff93df29c9ccb99ec93f67173273	hyperpolymath/echidna	proofs/smt-lib-mined/uf_transitivity.smt2	(set-logic QF_UF) (declare-sort S 0) (declare-const a S) (declare-const b S) (declare-const c S) (assert (= a b)) (assert (= b c)) (assert (not (= a c))) (check-sat) 	correctness	z3	success	20	0.5	\N	batch-direct	2026-04-05 13:01:34.787	2026-04-05 13:01:34.820	direct:z3	\N
28cb9583-82c4-44a1-928e-bc66bd41cc61	6e97bcc5a4237be5408787c27109f542f7ed1054	hyperpolymath/echidna	proofs/smt-lib-mined/uf_congruence.smt2	(set-logic QF_UF) (declare-sort S 0) (declare-fun f (S) S) (declare-const a S) (declare-const b S) (assert (= a b)) (assert (not (= (f a) (f b)))) (check-sat) 	correctness	z3	success	20	0.5	\N	batch-direct	2026-04-05 13:01:34.882	2026-04-05 13:01:34.914	direct:z3	\N
543ff274-f76a-477e-af66-64e244707d1b	4e71d0c3f466082046ceec663f22c56a24b74c43	hyperpolymath/echidna	proofs/smt-lib-mined/arr_read_over_write.smt2	(set-logic QF_AX) (declare-sort I 0) (declare-sort V 0) (declare-const a (Array I V)) (declare-const i I) (declare-const j I) (declare-const v V) (assert (not (=> (= i j) (= (select (store a i v) j) v	correctness	z3	success	21	0.5	\N	batch-direct	2026-04-05 13:01:34.981	2026-04-05 13:01:35.013	direct:z3	\N
798f45d7-dfea-41a2-b7c7-c55762e3c3de	74a52be9e26e6b428d2f3435314cac9b486ae291	hyperpolymath/echidna	proofs/smt-lib-mined/q_forall_exists.smt2	(set-logic LIA) (assert (not (forall ((x Int)) (exists ((y Int)) (> y x))))) (check-sat) 	correctness	z3	success	25	0.5	\N	batch-direct	2026-04-05 13:01:35.077	2026-04-05 13:01:35.113	direct:z3	\N
8bb51eaa-7693-464c-ada2-a52a88092bf7	453ba1bb06a87e34fb51388910d16d3f4313281c	hyperpolymath/echidna	proofs/smt-lib-mined/sat_simple.smt2	(set-logic QF_LIA) (declare-const x Int) (assert (> x 0)) (assert (< x 10)) (check-sat) 	correctness	z3	success	31	0.5	\N	batch-direct	2026-04-05 13:01:35.176	2026-04-05 13:01:35.218	direct:z3	\N
6f56b6fa-2132-4fc7-99f0-761103c4f6d6	0ef8b6958a355a5ebd3940cc80a8fea9189abae5	hyperpolymath/echidna	proofs/smt-lib-mined/unsat_contradiction.smt2	(set-logic QF_LIA) (declare-const x Int) (declare-const y Int) (assert (> x y)) (assert (> y x)) (check-sat) 	correctness	z3	success	24	0.5	\N	batch-direct	2026-04-05 13:01:35.281	2026-04-05 13:01:35.316	direct:z3	\N
ab983add-8edc-449e-943d-e71936698689	18a93eb0ae2fac60332faec6a982d3005caa1c50	hyperpolymath/echidna	proofs/smt-lib-mined/ra_square_nonneg.smt2	(set-logic QF_NRA) (declare-const x Real) (assert (< (* x x) 0.0)) (check-sat) 	correctness	z3	success	23	0.5	\N	batch-direct	2026-04-05 13:01:35.376	2026-04-05 13:01:35.410	direct:z3	\N
57b22194-ba63-4a82-818a-5cdb199c179f	acc6b9d76e18e208a9cc81830fccf0c3ae1780ec	hyperpolymath/echidna	proofs/smt-lib-mined/dt_list_cons.smt2	(set-logic ALL) (declare-datatypes ((List 0)) (((nil) (cons (hd Int) (tl List))))) (declare-const xs List) (assert (not (=> ((_ is cons) xs) (=> (= (tl xs) nil) (= xs (cons (hd xs) nil)))))) (check-sa	correctness	z3	success	27	0.5	\N	batch-direct	2026-04-05 13:01:35.474	2026-04-05 13:01:35.512	direct:z3	\N
54b80ccb-0acc-48ca-896d-77450388c98c	4315f962ed4c6786db440c5b6f663e126597767d	hyperpolymath/echidna	proofs/smt-lib-mined/mixed_bv_lia.smt2	(set-logic QF_BV) (declare-const x (_ BitVec 16)) (assert (not (= (bvadd x (_ bv0 16)) x))) (check-sat) 	correctness	z3	success	21	0.5	\N	batch-direct	2026-04-05 13:01:35.574	2026-04-05 13:01:35.606	direct:z3	\N
8815be54-1e10-4fa8-a15e-934c925688cc	759eb730df0f07c8568a42df58c6c5dfc2eb19bd	hyperpolymath/echidna	proofs/smt-lib-mined/la_add_assoc.smt2	(set-logic QF_LIA) (declare-const x Int) (declare-const y Int) (declare-const z Int) (assert (not (= (+ (+ x y) z) (+ x (+ y z))))) (check-sat) 	correctness	z3	success	21	0.5	\N	batch-direct	2026-04-05 13:02:31.583	2026-04-05 13:02:31.615	direct:z3	\N
2953e7be-9f24-48f9-9985-d499ba62b0c4	41e2c04f0d3c369fc3a1da275aceba88a2253d01	hyperpolymath/echidna	proofs/smt-lib-mined/la_mul_comm.smt2	(set-logic QF_NIA) (declare-const x Int) (declare-const y Int) (assert (not (= (* x y) (* y x)))) (check-sat) 	correctness	z3	success	22	0.5	\N	batch-direct	2026-04-05 13:02:31.678	2026-04-05 13:02:31.711	direct:z3	\N
df29e522-c3db-4a2c-8b1f-e827f3313834	fc33eda81a013806076a40e9f4baeeb9e43b5684	hyperpolymath/echidna	proofs/smt-lib-mined/la_distribute.smt2	(set-logic QF_NIA) (declare-const a Int) (declare-const b Int) (declare-const c Int) (assert (not (= (* a (+ b c)) (+ (* a b) (* a c))))) (check-sat) 	correctness	z3	success	21	0.5	\N	batch-direct	2026-04-05 13:02:31.771	2026-04-05 13:02:31.803	direct:z3	\N
12fb14f9-ee34-407c-9994-5cb857d079c4	80d3f050ed0b2297a3c6123748287383a4b645ee	hyperpolymath/echidna	proofs/smt-lib-mined/la_triangle.smt2	(set-logic QF_LIA) (declare-const x Int) (declare-const y Int) (declare-const z Int) (assert (>= (+ x y) z)) (assert (>= (+ y z) x)) (assert (>= (+ x z) y)) (assert (> x 0)) (assert (> y 0)) (assert (	correctness	z3	success	24	0.5	\N	batch-direct	2026-04-05 13:02:31.865	2026-04-05 13:02:31.901	direct:z3	\N
9db1cd6f-4431-4dca-ac77-1d891659e193	d17d4adfc302ec345393a7f574032c97c2313ea5	hyperpolymath/echidna	proofs/smt-lib-mined/bv_xor_involution.smt2	(set-logic QF_BV) (declare-const x (_ BitVec 32)) (declare-const y (_ BitVec 32)) (assert (not (= (bvxor (bvxor x y) y) x))) (check-sat) 	correctness	z3	success	21	0.5	\N	batch-direct	2026-04-05 13:02:31.966	2026-04-05 13:02:31.998	direct:z3	\N
f1f30a7e-0ee7-44bb-9f72-812ba59d6639	a824420193f34e7a9769e99db1291c9d2b5b9acf	hyperpolymath/echidna	proofs/smt-lib-mined/bv_mask_idempotent.smt2	(set-logic QF_BV) (declare-const x (_ BitVec 8)) (assert (not (= (bvand x x) x))) (check-sat) 	correctness	z3	success	21	0.5	\N	batch-direct	2026-04-05 13:02:32.062	2026-04-05 13:02:32.095	direct:z3	\N
a90a7b41-788d-4e59-8b1c-81a0a5ac3968	be294542cf81ff93df29c9ccb99ec93f67173273	hyperpolymath/echidna	proofs/smt-lib-mined/uf_transitivity.smt2	(set-logic QF_UF) (declare-sort S 0) (declare-const a S) (declare-const b S) (declare-const c S) (assert (= a b)) (assert (= b c)) (assert (not (= a c))) (check-sat) 	correctness	z3	success	20	0.5	\N	batch-direct	2026-04-05 13:02:32.156	2026-04-05 13:02:32.188	direct:z3	\N
089c754a-a15b-4087-9ea3-93cacf4fd386	6e97bcc5a4237be5408787c27109f542f7ed1054	hyperpolymath/echidna	proofs/smt-lib-mined/uf_congruence.smt2	(set-logic QF_UF) (declare-sort S 0) (declare-fun f (S) S) (declare-const a S) (declare-const b S) (assert (= a b)) (assert (not (= (f a) (f b)))) (check-sat) 	correctness	z3	success	21	0.5	\N	batch-direct	2026-04-05 13:02:32.250	2026-04-05 13:02:32.282	direct:z3	\N
1261108d-3606-4afc-9ccd-31643857cb37	4e71d0c3f466082046ceec663f22c56a24b74c43	hyperpolymath/echidna	proofs/smt-lib-mined/arr_read_over_write.smt2	(set-logic QF_AX) (declare-sort I 0) (declare-sort V 0) (declare-const a (Array I V)) (declare-const i I) (declare-const j I) (declare-const v V) (assert (not (=> (= i j) (= (select (store a i v) j) v	correctness	z3	success	21	0.5	\N	batch-direct	2026-04-05 13:02:32.344	2026-04-05 13:02:32.376	direct:z3	\N
fd44166c-cc26-4d6b-a0e7-b5ab397f9e86	74a52be9e26e6b428d2f3435314cac9b486ae291	hyperpolymath/echidna	proofs/smt-lib-mined/q_forall_exists.smt2	(set-logic LIA) (assert (not (forall ((x Int)) (exists ((y Int)) (> y x))))) (check-sat) 	correctness	z3	success	23	0.5	\N	batch-direct	2026-04-05 13:02:32.438	2026-04-05 13:02:32.472	direct:z3	\N
482b4fb2-4053-467f-8103-231dac529172	453ba1bb06a87e34fb51388910d16d3f4313281c	hyperpolymath/echidna	proofs/smt-lib-mined/sat_simple.smt2	(set-logic QF_LIA) (declare-const x Int) (assert (> x 0)) (assert (< x 10)) (check-sat) 	correctness	z3	success	29	0.5	\N	batch-direct	2026-04-05 13:02:32.534	2026-04-05 13:02:32.574	direct:z3	\N
ce0b9f99-b296-4bec-ab9c-038597d7aa42	0ef8b6958a355a5ebd3940cc80a8fea9189abae5	hyperpolymath/echidna	proofs/smt-lib-mined/unsat_contradiction.smt2	(set-logic QF_LIA) (declare-const x Int) (declare-const y Int) (assert (> x y)) (assert (> y x)) (check-sat) 	correctness	z3	success	27	0.5	\N	batch-direct	2026-04-05 13:02:32.639	2026-04-05 13:02:32.677	direct:z3	\N
4a48de82-8040-49a5-85b5-c0929ccf7148	18a93eb0ae2fac60332faec6a982d3005caa1c50	hyperpolymath/echidna	proofs/smt-lib-mined/ra_square_nonneg.smt2	(set-logic QF_NRA) (declare-const x Real) (assert (< (* x x) 0.0)) (check-sat) 	correctness	z3	success	23	0.5	\N	batch-direct	2026-04-05 13:02:32.741	2026-04-05 13:02:32.775	direct:z3	\N
2c2bb02d-0402-4b87-9758-78b52e0907ff	acc6b9d76e18e208a9cc81830fccf0c3ae1780ec	hyperpolymath/echidna	proofs/smt-lib-mined/dt_list_cons.smt2	(set-logic ALL) (declare-datatypes ((List 0)) (((nil) (cons (hd Int) (tl List))))) (declare-const xs List) (assert (not (=> ((_ is cons) xs) (=> (= (tl xs) nil) (= xs (cons (hd xs) nil)))))) (check-sa	correctness	z3	success	21	0.5	\N	batch-direct	2026-04-05 13:02:32.837	2026-04-05 13:02:32.870	direct:z3	\N
